type time node value
residual 16043302000000 0 12.563333333 
voltage 16043302000000 0 2.850632888 
voltage_min 16043302000000 0 2.515633333 
voltage_max 16043302000000 0 2.875865000 
residual 16073402000000 0 12.540000000 
voltage 16073402000000 0 2.850399554 
voltage_min 16073402000000 0 2.515400000 
voltage_max 16073402000000 0 2.875631667 
residual 16103502000000 0 12.516666667 
voltage 16103502000000 0 2.850166221 
voltage_min 16103502000000 0 2.515166667 
voltage_max 16103502000000 0 2.875398333 
residual 16133602000000 0 12.493333333 
voltage 16133602000000 0 2.849932888 
voltage_min 16133602000000 0 2.514933333 
voltage_max 16133602000000 0 2.875165000 
residual 16163702000000 0 12.470000000 
voltage 16163702000000 0 2.849699554 
voltage_min 16163702000000 0 2.514700000 
voltage_max 16163702000000 0 2.874931667 
residual 16193802000000 0 12.446666667 
voltage 16193802000000 0 2.849466221 
voltage_min 16193802000000 0 2.514466667 
voltage_max 16193802000000 0 2.874698333 
residual 16223902000000 0 12.423333333 
voltage 16223902000000 0 2.849232888 
voltage_min 16223902000000 0 2.514233333 
voltage_max 16223902000000 0 2.874465000 
residual 16254002000000 0 12.400000000 
voltage 16254002000000 0 2.848999554 
voltage_min 16254002000000 0 2.514000000 
voltage_max 16254002000000 0 2.874231667 
residual 16284102000000 0 12.376666667 
voltage 16284102000000 0 2.848766221 
voltage_min 16284102000000 0 2.513766667 
voltage_max 16284102000000 0 2.873998333 
residual 16314202000000 0 12.353333333 
voltage 16314202000000 0 2.848532888 
voltage_min 16314202000000 0 2.513533333 
voltage_max 16314202000000 0 2.873765000 
residual 16344302000000 0 12.330000000 
voltage 16344302000000 0 2.848299554 
voltage_min 16344302000000 0 2.513300000 
voltage_max 16344302000000 0 2.873531667 
residual 16374402000000 0 12.306666667 
voltage 16374402000000 0 2.848066221 
voltage_min 16374402000000 0 2.513066667 
voltage_max 16374402000000 0 2.873298333 
residual 16404502000000 0 12.283333333 
voltage 16404502000000 0 2.847832888 
voltage_min 16404502000000 0 2.512833333 
voltage_max 16404502000000 0 2.873065000 
residual 16434602000000 0 12.260000000 
voltage 16434602000000 0 2.847599554 
voltage_min 16434602000000 0 2.512600000 
voltage_max 16434602000000 0 2.872831667 
residual 16464702000000 0 12.236666667 
voltage 16464702000000 0 2.847366221 
voltage_min 16464702000000 0 2.512366667 
voltage_max 16464702000000 0 2.872598333 
residual 16494802000000 0 12.213333333 
voltage 16494802000000 0 2.847132888 
voltage_min 16494802000000 0 2.512133333 
voltage_max 16494802000000 0 2.872365000 
residual 16524902000000 0 12.190000000 
voltage 16524902000000 0 2.846899554 
voltage_min 16524902000000 0 2.511900000 
voltage_max 16524902000000 0 2.872131667 
residual 16555002000000 0 12.166666667 
voltage 16555002000000 0 2.846666221 
voltage_min 16555002000000 0 2.511666667 
voltage_max 16555002000000 0 2.871898333 
residual 16585102000000 0 12.143333333 
voltage 16585102000000 0 2.846432888 
voltage_min 16585102000000 0 2.511433333 
voltage_max 16585102000000 0 2.871665000 
residual 16615202000000 0 12.120000000 
voltage 16615202000000 0 2.846199554 
voltage_min 16615202000000 0 2.511200000 
voltage_max 16615202000000 0 2.871431667 
residual 16645302000000 0 12.096666667 
voltage 16645302000000 0 2.845966221 
voltage_min 16645302000000 0 2.510966667 
voltage_max 16645302000000 0 2.871198333 
residual 16675402000000 0 12.073333333 
voltage 16675402000000 0 2.845732888 
voltage_min 16675402000000 0 2.510733333 
voltage_max 16675402000000 0 2.870965000 
residual 16705502000000 0 12.050000000 
voltage 16705502000000 0 2.845499554 
voltage_min 16705502000000 0 2.510500000 
voltage_max 16705502000000 0 2.870731667 
residual 16735602000000 0 12.026666667 
voltage 16735602000000 0 2.845266221 
voltage_min 16735602000000 0 2.510266667 
voltage_max 16735602000000 0 2.870498333 
residual 16765702000000 0 12.003333333 
voltage 16765702000000 0 2.845032888 
voltage_min 16765702000000 0 2.510033333 
voltage_max 16765702000000 0 2.870265000 
residual 16795802000000 0 11.980000000 
voltage 16795802000000 0 2.844799554 
voltage_min 16795802000000 0 2.509800000 
voltage_max 16795802000000 0 2.870031667 
residual 16825902000000 0 11.956666667 
voltage 16825902000000 0 2.844566221 
voltage_min 16825902000000 0 2.509566667 
voltage_max 16825902000000 0 2.869798333 
residual 16856002000000 0 11.933333333 
voltage 16856002000000 0 2.844332888 
voltage_min 16856002000000 0 2.509333333 
voltage_max 16856002000000 0 2.869565000 
residual 16886102000000 0 11.910000000 
voltage 16886102000000 0 2.844099554 
voltage_min 16886102000000 0 2.509100000 
voltage_max 16886102000000 0 2.869331667 
residual 16916202000000 0 11.886666667 
voltage 16916202000000 0 2.843866221 
voltage_min 16916202000000 0 2.508866667 
voltage_max 16916202000000 0 2.869098333 
residual 16946302000000 0 11.863333333 
voltage 16946302000000 0 2.843632888 
voltage_min 16946302000000 0 2.508633333 
voltage_max 16946302000000 0 2.868865000 
residual 16976402000000 0 11.840000000 
voltage 16976402000000 0 2.843399554 
voltage_min 16976402000000 0 2.508400000 
voltage_max 16976402000000 0 2.868631667 
residual 17006502000000 0 11.816666667 
voltage 17006502000000 0 2.843166221 
voltage_min 17006502000000 0 2.508166667 
voltage_max 17006502000000 0 2.868398333 
residual 17036602000000 0 11.793333333 
voltage 17036602000000 0 2.842932888 
voltage_min 17036602000000 0 2.507933333 
voltage_max 17036602000000 0 2.868165000 
residual 17066702000000 0 11.770000000 
voltage 17066702000000 0 2.842699554 
voltage_min 17066702000000 0 2.507700000 
voltage_max 17066702000000 0 2.867931667 
residual 17096802000000 0 11.746666667 
voltage 17096802000000 0 2.842466221 
voltage_min 17096802000000 0 2.507466667 
voltage_max 17096802000000 0 2.867698333 
residual 17126902000000 0 11.723333333 
voltage 17126902000000 0 2.842232888 
voltage_min 17126902000000 0 2.507233333 
voltage_max 17126902000000 0 2.867465000 
residual 17157002000000 0 11.700000000 
voltage 17157002000000 0 2.841999554 
voltage_min 17157002000000 0 2.507000000 
voltage_max 17157002000000 0 2.867231667 
residual 17187102000000 0 11.676666667 
voltage 17187102000000 0 2.841766221 
voltage_min 17187102000000 0 2.506766667 
voltage_max 17187102000000 0 2.866998333 
residual 17217202000000 0 11.653333333 
voltage 17217202000000 0 2.841532888 
voltage_min 17217202000000 0 2.506533333 
voltage_max 17217202000000 0 2.866765000 
residual 17247302000000 0 11.630000000 
voltage 17247302000000 0 2.841299554 
voltage_min 17247302000000 0 2.506300000 
voltage_max 17247302000000 0 2.866531667 
residual 17277402000000 0 11.606666667 
voltage 17277402000000 0 2.841066221 
voltage_min 17277402000000 0 2.506066667 
voltage_max 17277402000000 0 2.866298333 
residual 17307502000000 0 11.583333333 
voltage 17307502000000 0 2.840832888 
voltage_min 17307502000000 0 2.505833333 
voltage_max 17307502000000 0 2.866065000 
residual 17337602000000 0 11.560000000 
voltage 17337602000000 0 2.840599554 
voltage_min 17337602000000 0 2.505600000 
voltage_max 17337602000000 0 2.865831667 
residual 17367702000000 0 11.536666667 
voltage 17367702000000 0 2.840366221 
voltage_min 17367702000000 0 2.505366667 
voltage_max 17367702000000 0 2.865598333 
residual 17397802000000 0 11.513333333 
voltage 17397802000000 0 2.840132888 
voltage_min 17397802000000 0 2.505133333 
voltage_max 17397802000000 0 2.865365000 
residual 17427902000000 0 11.490000000 
voltage 17427902000000 0 2.839899554 
voltage_min 17427902000000 0 2.504900000 
voltage_max 17427902000000 0 2.865131667 
residual 17458002000000 0 11.466666667 
voltage 17458002000000 0 2.839666221 
voltage_min 17458002000000 0 2.504666667 
voltage_max 17458002000000 0 2.864898333 
residual 17488102000000 0 11.443333333 
voltage 17488102000000 0 2.839432888 
voltage_min 17488102000000 0 2.504433333 
voltage_max 17488102000000 0 2.864665000 
residual 17518202000000 0 11.420000000 
voltage 17518202000000 0 2.839199554 
voltage_min 17518202000000 0 2.504200000 
voltage_max 17518202000000 0 2.864431667 
residual 17548302000000 0 11.396666667 
voltage 17548302000000 0 2.838966221 
voltage_min 17548302000000 0 2.503966667 
voltage_max 17548302000000 0 2.864198333 
residual 17578402000000 0 11.373333333 
voltage 17578402000000 0 2.838732888 
voltage_min 17578402000000 0 2.503733333 
voltage_max 17578402000000 0 2.863965000 
residual 17608502000000 0 11.350000000 
voltage 17608502000000 0 2.838499554 
voltage_min 17608502000000 0 2.503500000 
voltage_max 17608502000000 0 2.863731667 
residual 17638602000000 0 11.326666667 
voltage 17638602000000 0 2.838266221 
voltage_min 17638602000000 0 2.503266667 
voltage_max 17638602000000 0 2.863498333 
residual 17668702000000 0 11.303333333 
voltage 17668702000000 0 2.838032888 
voltage_min 17668702000000 0 2.503033333 
voltage_max 17668702000000 0 2.863265000 
residual 17698802000000 0 11.280000000 
voltage 17698802000000 0 2.837799554 
voltage_min 17698802000000 0 2.502800000 
voltage_max 17698802000000 0 2.863031667 
residual 17728902000000 0 11.256666667 
voltage 17728902000000 0 2.837566221 
voltage_min 17728902000000 0 2.502566667 
voltage_max 17728902000000 0 2.862798333 
residual 17759002000000 0 11.233333333 
voltage 17759002000000 0 2.837332888 
voltage_min 17759002000000 0 2.502333333 
voltage_max 17759002000000 0 2.862565000 
residual 17789102000000 0 11.210000000 
voltage 17789102000000 0 2.837099554 
voltage_min 17789102000000 0 2.502100000 
voltage_max 17789102000000 0 2.862331667 
residual 17819202000000 0 11.186666667 
voltage 17819202000000 0 2.836866221 
voltage_min 17819202000000 0 2.501866667 
voltage_max 17819202000000 0 2.862098333 
residual 17849302000000 0 11.163333333 
voltage 17849302000000 0 2.836632888 
voltage_min 17849302000000 0 2.501633333 
voltage_max 17849302000000 0 2.861865000 
residual 17879402000000 0 11.140000000 
voltage 17879402000000 0 2.836399554 
voltage_min 17879402000000 0 2.501400000 
voltage_max 17879402000000 0 2.861631667 
residual 17909502000000 0 11.116666667 
voltage 17909502000000 0 2.836166221 
voltage_min 17909502000000 0 2.501166667 
voltage_max 17909502000000 0 2.861398333 
residual 17939602000000 0 11.093333333 
voltage 17939602000000 0 2.835932888 
voltage_min 17939602000000 0 2.500933333 
voltage_max 17939602000000 0 2.861165000 
residual 17969702000000 0 11.070000000 
voltage 17969702000000 0 2.835699554 
voltage_min 17969702000000 0 2.500700000 
voltage_max 17969702000000 0 2.860931667 
residual 17999802000000 0 11.046666667 
voltage 17999802000000 0 2.835466221 
voltage_min 17999802000000 0 2.500466667 
voltage_max 17999802000000 0 2.860698333 
residual 18029902000000 0 11.023333333 
voltage 18029902000000 0 2.835232888 
voltage_min 18029902000000 0 2.500233333 
voltage_max 18029902000000 0 2.860465000 
residual 18060002000000 0 11.000000000 
voltage 18060002000000 0 2.834999554 
voltage_min 18060002000000 0 2.500000000 
voltage_max 18060002000000 0 2.860231667 
residual 18090102000000 0 10.976666667 
voltage 18090102000000 0 2.834766221 
voltage_min 18090102000000 0 2.499766667 
voltage_max 18090102000000 0 2.859998333 
residual 18120202000000 0 10.953333333 
voltage 18120202000000 0 2.834532888 
voltage_min 18120202000000 0 2.499533333 
voltage_max 18120202000000 0 2.859765000 
residual 18150302000000 0 10.930000000 
voltage 18150302000000 0 2.834299554 
voltage_min 18150302000000 0 2.499300000 
voltage_max 18150302000000 0 2.859531667 
residual 18180402000000 0 10.906666667 
voltage 18180402000000 0 2.834066221 
voltage_min 18180402000000 0 2.499066667 
voltage_max 18180402000000 0 2.859298333 
residual 18210502000000 0 10.883333333 
voltage 18210502000000 0 2.833832888 
voltage_min 18210502000000 0 2.498833333 
voltage_max 18210502000000 0 2.859065000 
residual 18240602000000 0 10.860000000 
voltage 18240602000000 0 2.833599554 
voltage_min 18240602000000 0 2.498600000 
voltage_max 18240602000000 0 2.858831667 
residual 18270702000000 0 10.836666667 
voltage 18270702000000 0 2.833366221 
voltage_min 18270702000000 0 2.498366667 
voltage_max 18270702000000 0 2.858598333 
residual 18300802000000 0 10.813333333 
voltage 18300802000000 0 2.833132888 
voltage_min 18300802000000 0 2.498133333 
voltage_max 18300802000000 0 2.858365000 
residual 18330902000000 0 10.790000000 
voltage 18330902000000 0 2.832899554 
voltage_min 18330902000000 0 2.497900000 
voltage_max 18330902000000 0 2.858131667 
residual 18361002000000 0 10.766666667 
voltage 18361002000000 0 2.832666221 
voltage_min 18361002000000 0 2.497666667 
voltage_max 18361002000000 0 2.857898333 
residual 18391102000000 0 10.743333333 
voltage 18391102000000 0 2.832432888 
voltage_min 18391102000000 0 2.497433333 
voltage_max 18391102000000 0 2.857665000 
residual 18421202000000 0 10.720000000 
voltage 18421202000000 0 2.832199554 
voltage_min 18421202000000 0 2.497200000 
voltage_max 18421202000000 0 2.857431667 
residual 18451302000000 0 10.696666667 
voltage 18451302000000 0 2.831966221 
voltage_min 18451302000000 0 2.496966667 
voltage_max 18451302000000 0 2.857198333 
residual 18481402000000 0 10.673333333 
voltage 18481402000000 0 2.831732888 
voltage_min 18481402000000 0 2.496733333 
voltage_max 18481402000000 0 2.856965000 
residual 18511502000000 0 10.650000000 
voltage 18511502000000 0 2.831499554 
voltage_min 18511502000000 0 2.496500000 
voltage_max 18511502000000 0 2.856731667 
residual 18541602000000 0 10.626666667 
voltage 18541602000000 0 2.831266221 
voltage_min 18541602000000 0 2.496266667 
voltage_max 18541602000000 0 2.856498333 
residual 18571702000000 0 10.603333333 
voltage 18571702000000 0 2.831032888 
voltage_min 18571702000000 0 2.496033333 
voltage_max 18571702000000 0 2.856265000 
residual 18601802000000 0 10.580000000 
voltage 18601802000000 0 2.830799554 
voltage_min 18601802000000 0 2.495800000 
voltage_max 18601802000000 0 2.856031667 
residual 18631902000000 0 10.556666667 
voltage 18631902000000 0 2.830566221 
voltage_min 18631902000000 0 2.495566667 
voltage_max 18631902000000 0 2.855798333 
residual 18662002000000 0 10.533333333 
voltage 18662002000000 0 2.830332888 
voltage_min 18662002000000 0 2.495333333 
voltage_max 18662002000000 0 2.855565000 
residual 18692102000000 0 10.510000000 
voltage 18692102000000 0 2.830099554 
voltage_min 18692102000000 0 2.495100000 
voltage_max 18692102000000 0 2.855331667 
residual 18722202000000 0 10.486666667 
voltage 18722202000000 0 2.829866221 
voltage_min 18722202000000 0 2.494866667 
voltage_max 18722202000000 0 2.855098333 
residual 18752302000000 0 10.463333333 
voltage 18752302000000 0 2.829632888 
voltage_min 18752302000000 0 2.494633333 
voltage_max 18752302000000 0 2.854865000 
residual 18782402000000 0 10.440000000 
voltage 18782402000000 0 2.829399554 
voltage_min 18782402000000 0 2.494400000 
voltage_max 18782402000000 0 2.854631667 
residual 18812502000000 0 10.416666667 
voltage 18812502000000 0 2.829166221 
voltage_min 18812502000000 0 2.494166667 
voltage_max 18812502000000 0 2.854398333 
residual 18842602000000 0 10.393333333 
voltage 18842602000000 0 2.828932888 
voltage_min 18842602000000 0 2.493933333 
voltage_max 18842602000000 0 2.854165000 
residual 18872702000000 0 10.370000000 
voltage 18872702000000 0 2.828699554 
voltage_min 18872702000000 0 2.493700000 
voltage_max 18872702000000 0 2.853931667 
residual 18902802000000 0 10.346666667 
voltage 18902802000000 0 2.828466221 
voltage_min 18902802000000 0 2.493466667 
voltage_max 18902802000000 0 2.853698333 
residual 18932902000000 0 10.323333333 
voltage 18932902000000 0 2.828232888 
voltage_min 18932902000000 0 2.493233333 
voltage_max 18932902000000 0 2.853465000 
residual 18963002000000 0 10.300000000 
voltage 18963002000000 0 2.827999554 
voltage_min 18963002000000 0 2.493000000 
voltage_max 18963002000000 0 2.853231667 
residual 18993102000000 0 10.276666667 
voltage 18993102000000 0 2.827766221 
voltage_min 18993102000000 0 2.492766667 
voltage_max 18993102000000 0 2.852998333 
residual 19023202000000 0 10.253333333 
voltage 19023202000000 0 2.827532888 
voltage_min 19023202000000 0 2.492533333 
voltage_max 19023202000000 0 2.852765000 
residual 19053302000000 0 10.230000000 
voltage 19053302000000 0 2.827299554 
voltage_min 19053302000000 0 2.492300000 
voltage_max 19053302000000 0 2.852531667 
residual 19083402000000 0 10.206666667 
voltage 19083402000000 0 2.827066221 
voltage_min 19083402000000 0 2.492066667 
voltage_max 19083402000000 0 2.852298333 
residual 19113502000000 0 10.183333333 
voltage 19113502000000 0 2.826832888 
voltage_min 19113502000000 0 2.491833333 
voltage_max 19113502000000 0 2.852065000 
residual 19143602000000 0 10.160000000 
voltage 19143602000000 0 2.826599554 
voltage_min 19143602000000 0 2.491600000 
voltage_max 19143602000000 0 2.851831667 
residual 19173702000000 0 10.136666667 
voltage 19173702000000 0 2.826366221 
voltage_min 19173702000000 0 2.491366667 
voltage_max 19173702000000 0 2.851598333 
residual 19203802000000 0 10.113333333 
voltage 19203802000000 0 2.826132888 
voltage_min 19203802000000 0 2.491133333 
voltage_max 19203802000000 0 2.851365000 
residual 19233902000000 0 10.090000000 
voltage 19233902000000 0 2.825899554 
voltage_min 19233902000000 0 2.490900000 
voltage_max 19233902000000 0 2.851131667 
residual 19264002000000 0 10.066666667 
voltage 19264002000000 0 2.825666221 
voltage_min 19264002000000 0 2.490666667 
voltage_max 19264002000000 0 2.850898333 
residual 19294102000000 0 10.043333333 
voltage 19294102000000 0 2.825432888 
voltage_min 19294102000000 0 2.490433333 
voltage_max 19294102000000 0 2.850665000 
residual 19324202000000 0 10.020000000 
voltage 19324202000000 0 2.825199554 
voltage_min 19324202000000 0 2.490200000 
voltage_max 19324202000000 0 2.850431667 
residual 19354302000000 0 9.996666667 
voltage 19354302000000 0 2.824966221 
voltage_min 19354302000000 0 2.489966667 
voltage_max 19354302000000 0 2.850198333 
residual 19384402000000 0 9.973333333 
voltage 19384402000000 0 2.824732888 
voltage_min 19384402000000 0 2.489733333 
voltage_max 19384402000000 0 2.849965000 
residual 19414502000000 0 9.950000000 
voltage 19414502000000 0 2.824499554 
voltage_min 19414502000000 0 2.489500000 
voltage_max 19414502000000 0 2.849731667 
residual 19444602000000 0 9.926666667 
voltage 19444602000000 0 2.824266221 
voltage_min 19444602000000 0 2.489266667 
voltage_max 19444602000000 0 2.849498333 
residual 19474702000000 0 9.903333333 
voltage 19474702000000 0 2.824032888 
voltage_min 19474702000000 0 2.489033333 
voltage_max 19474702000000 0 2.849265000 
residual 19504802000000 0 9.880000000 
voltage 19504802000000 0 2.823799554 
voltage_min 19504802000000 0 2.488800000 
voltage_max 19504802000000 0 2.849031667 
residual 19534902000000 0 9.856666667 
voltage 19534902000000 0 2.823566221 
voltage_min 19534902000000 0 2.488566667 
voltage_max 19534902000000 0 2.848798333 
residual 19565002000000 0 9.833333333 
voltage 19565002000000 0 2.823332888 
voltage_min 19565002000000 0 2.488333333 
voltage_max 19565002000000 0 2.848565000 
residual 19595102000000 0 9.810000000 
voltage 19595102000000 0 2.823099554 
voltage_min 19595102000000 0 2.488100000 
voltage_max 19595102000000 0 2.848331667 
residual 19625202000000 0 9.786666667 
voltage 19625202000000 0 2.822866221 
voltage_min 19625202000000 0 2.487866667 
voltage_max 19625202000000 0 2.848098333 
residual 19655302000000 0 9.763333333 
voltage 19655302000000 0 2.822632888 
voltage_min 19655302000000 0 2.487633333 
voltage_max 19655302000000 0 2.847865000 
residual 19685402000000 0 9.740000000 
voltage 19685402000000 0 2.822399554 
voltage_min 19685402000000 0 2.487400000 
voltage_max 19685402000000 0 2.847631667 
residual 19715502000000 0 9.716666667 
voltage 19715502000000 0 2.822166221 
voltage_min 19715502000000 0 2.487166667 
voltage_max 19715502000000 0 2.847398333 
residual 19745602000000 0 9.693333333 
voltage 19745602000000 0 2.821932888 
voltage_min 19745602000000 0 2.486933333 
voltage_max 19745602000000 0 2.847165000 
residual 19775702000000 0 9.670000000 
voltage 19775702000000 0 2.821699554 
voltage_min 19775702000000 0 2.486700000 
voltage_max 19775702000000 0 2.846931667 
residual 19805802000000 0 9.646666667 
voltage 19805802000000 0 2.821466221 
voltage_min 19805802000000 0 2.486466667 
voltage_max 19805802000000 0 2.846698333 
residual 19835902000000 0 9.623333333 
voltage 19835902000000 0 2.821232888 
voltage_min 19835902000000 0 2.486233333 
voltage_max 19835902000000 0 2.846465000 
residual 19866002000000 0 9.600000000 
voltage 19866002000000 0 2.820999554 
voltage_min 19866002000000 0 2.486000000 
voltage_max 19866002000000 0 2.846231667 
residual 19896102000000 0 9.576666667 
voltage 19896102000000 0 2.820766221 
voltage_min 19896102000000 0 2.485766667 
voltage_max 19896102000000 0 2.845998333 
residual 19926202000000 0 9.553333333 
voltage 19926202000000 0 2.820532888 
voltage_min 19926202000000 0 2.485533333 
voltage_max 19926202000000 0 2.845765000 
residual 19956302000000 0 9.530000000 
voltage 19956302000000 0 2.820299554 
voltage_min 19956302000000 0 2.485300000 
voltage_max 19956302000000 0 2.845531667 
residual 19986402000000 0 9.506666667 
voltage 19986402000000 0 2.820066221 
voltage_min 19986402000000 0 2.485066667 
voltage_max 19986402000000 0 2.845298333 
residual 20016502000000 0 9.483333333 
voltage 20016502000000 0 2.819832888 
voltage_min 20016502000000 0 2.484833333 
voltage_max 20016502000000 0 2.845065000 
residual 20046602000000 0 9.460000000 
voltage 20046602000000 0 2.819599554 
voltage_min 20046602000000 0 2.484600000 
voltage_max 20046602000000 0 2.844831667 
residual 20076702000000 0 9.436666667 
voltage 20076702000000 0 2.819366221 
voltage_min 20076702000000 0 2.484366667 
voltage_max 20076702000000 0 2.844598333 
residual 20106802000000 0 9.413333333 
voltage 20106802000000 0 2.819132888 
voltage_min 20106802000000 0 2.484133333 
voltage_max 20106802000000 0 2.844365000 
residual 20136902000000 0 9.390000000 
voltage 20136902000000 0 2.818899554 
voltage_min 20136902000000 0 2.483900000 
voltage_max 20136902000000 0 2.844131667 
residual 20167002000000 0 9.366666667 
voltage 20167002000000 0 2.818666221 
voltage_min 20167002000000 0 2.483666667 
voltage_max 20167002000000 0 2.843898333 
residual 20197102000000 0 9.343333333 
voltage 20197102000000 0 2.818432888 
voltage_min 20197102000000 0 2.483433333 
voltage_max 20197102000000 0 2.843665000 
residual 20227202000000 0 9.320000000 
voltage 20227202000000 0 2.818199554 
voltage_min 20227202000000 0 2.483200000 
voltage_max 20227202000000 0 2.843431667 
residual 20257302000000 0 9.296666667 
voltage 20257302000000 0 2.817966221 
voltage_min 20257302000000 0 2.482966667 
voltage_max 20257302000000 0 2.843198333 
residual 20287402000000 0 9.273333333 
voltage 20287402000000 0 2.817732888 
voltage_min 20287402000000 0 2.482733333 
voltage_max 20287402000000 0 2.842965000 
residual 20317502000000 0 9.250000000 
voltage 20317502000000 0 2.817499554 
voltage_min 20317502000000 0 2.482500000 
voltage_max 20317502000000 0 2.842731667 
residual 20347602000000 0 9.226666667 
voltage 20347602000000 0 2.817266221 
voltage_min 20347602000000 0 2.482266667 
voltage_max 20347602000000 0 2.842498333 
residual 20377702000000 0 9.203333333 
voltage 20377702000000 0 2.817032888 
voltage_min 20377702000000 0 2.482033333 
voltage_max 20377702000000 0 2.842265000 
residual 20407802000000 0 9.180000000 
voltage 20407802000000 0 2.816799554 
voltage_min 20407802000000 0 2.481800000 
voltage_max 20407802000000 0 2.842031667 
residual 20437902000000 0 9.156666667 
voltage 20437902000000 0 2.816566221 
voltage_min 20437902000000 0 2.481566667 
voltage_max 20437902000000 0 2.841798333 
residual 20468002000000 0 9.133333333 
voltage 20468002000000 0 2.816332888 
voltage_min 20468002000000 0 2.481333333 
voltage_max 20468002000000 0 2.841565000 
residual 20498102000000 0 9.110000000 
voltage 20498102000000 0 2.816099554 
voltage_min 20498102000000 0 2.481100000 
voltage_max 20498102000000 0 2.841331667 
residual 20528202000000 0 9.086666667 
voltage 20528202000000 0 2.815866221 
voltage_min 20528202000000 0 2.480866667 
voltage_max 20528202000000 0 2.841098333 
residual 20558302000000 0 9.063333333 
voltage 20558302000000 0 2.815632888 
voltage_min 20558302000000 0 2.480633333 
voltage_max 20558302000000 0 2.840865000 
residual 20588402000000 0 9.040000000 
voltage 20588402000000 0 2.815399554 
voltage_min 20588402000000 0 2.480400000 
voltage_max 20588402000000 0 2.840631667 
residual 20618502000000 0 9.016666667 
voltage 20618502000000 0 2.815166221 
voltage_min 20618502000000 0 2.480166667 
voltage_max 20618502000000 0 2.840398333 
residual 20648602000000 0 8.993333333 
voltage 20648602000000 0 2.814932888 
voltage_min 20648602000000 0 2.479933333 
voltage_max 20648602000000 0 2.840165000 
residual 20678702000000 0 8.970000000 
voltage 20678702000000 0 2.814699554 
voltage_min 20678702000000 0 2.479700000 
voltage_max 20678702000000 0 2.839931667 
residual 20708802000000 0 8.946666667 
voltage 20708802000000 0 2.814466221 
voltage_min 20708802000000 0 2.479466667 
voltage_max 20708802000000 0 2.839698333 
residual 20738902000000 0 8.923333333 
voltage 20738902000000 0 2.814232888 
voltage_min 20738902000000 0 2.479233333 
voltage_max 20738902000000 0 2.839465000 
residual 20769002000000 0 8.900000000 
voltage 20769002000000 0 2.813999554 
voltage_min 20769002000000 0 2.479000000 
voltage_max 20769002000000 0 2.839231667 
residual 20799102000000 0 8.876666667 
voltage 20799102000000 0 2.813766221 
voltage_min 20799102000000 0 2.478766667 
voltage_max 20799102000000 0 2.838998333 
residual 20829202000000 0 8.853333333 
voltage 20829202000000 0 2.813532888 
voltage_min 20829202000000 0 2.478533333 
voltage_max 20829202000000 0 2.838765000 
residual 20859302000000 0 8.830000000 
voltage 20859302000000 0 2.813299554 
voltage_min 20859302000000 0 2.478300000 
voltage_max 20859302000000 0 2.838531667 
residual 20889402000000 0 8.806666667 
voltage 20889402000000 0 2.813066221 
voltage_min 20889402000000 0 2.478066667 
voltage_max 20889402000000 0 2.838298333 
residual 20919502000000 0 8.783333333 
voltage 20919502000000 0 2.812832888 
voltage_min 20919502000000 0 2.477833333 
voltage_max 20919502000000 0 2.838065000 
residual 20949602000000 0 8.760000000 
voltage 20949602000000 0 2.812599554 
voltage_min 20949602000000 0 2.477600000 
voltage_max 20949602000000 0 2.837831667 
residual 20979702000000 0 8.736666667 
voltage 20979702000000 0 2.812366221 
voltage_min 20979702000000 0 2.477366667 
voltage_max 20979702000000 0 2.837598333 
residual 21009802000000 0 8.713333333 
voltage 21009802000000 0 2.812132888 
voltage_min 21009802000000 0 2.477133333 
voltage_max 21009802000000 0 2.837365000 
residual 21039902000000 0 8.690000000 
voltage 21039902000000 0 2.811899554 
voltage_min 21039902000000 0 2.476900000 
voltage_max 21039902000000 0 2.837131667 
residual 21070002000000 0 8.666666667 
voltage 21070002000000 0 2.811666221 
voltage_min 21070002000000 0 2.476666667 
voltage_max 21070002000000 0 2.836898333 
residual 21100102000000 0 8.643333333 
voltage 21100102000000 0 2.811432888 
voltage_min 21100102000000 0 2.476433333 
voltage_max 21100102000000 0 2.836665000 
residual 21130202000000 0 8.620000000 
voltage 21130202000000 0 2.811199554 
voltage_min 21130202000000 0 2.476200000 
voltage_max 21130202000000 0 2.836431667 
residual 21160302000000 0 8.596666667 
voltage 21160302000000 0 2.810966221 
voltage_min 21160302000000 0 2.475966667 
voltage_max 21160302000000 0 2.836198333 
residual 21190402000000 0 8.573333333 
voltage 21190402000000 0 2.810732888 
voltage_min 21190402000000 0 2.475733333 
voltage_max 21190402000000 0 2.835965000 
residual 21220502000000 0 8.550000000 
voltage 21220502000000 0 2.810499554 
voltage_min 21220502000000 0 2.475500000 
voltage_max 21220502000000 0 2.835731667 
residual 21250602000000 0 8.526666667 
voltage 21250602000000 0 2.810266221 
voltage_min 21250602000000 0 2.475266667 
voltage_max 21250602000000 0 2.835498333 
residual 21280702000000 0 8.503333333 
voltage 21280702000000 0 2.810032888 
voltage_min 21280702000000 0 2.475033333 
voltage_max 21280702000000 0 2.835265000 
residual 21310802000000 0 8.480000000 
voltage 21310802000000 0 2.809799554 
voltage_min 21310802000000 0 2.474800000 
voltage_max 21310802000000 0 2.835031667 
residual 21340902000000 0 8.456666667 
voltage 21340902000000 0 2.809566221 
voltage_min 21340902000000 0 2.474566667 
voltage_max 21340902000000 0 2.834798333 
